Bedroom,Bathroom,Property Size,# of Floors,Total Units,Parking Lot,Completion Year,Tenure Type,Property Type,Floor Range,Land Title,State,price,Facility_Barbeque area,Facility_Club house,Facility_Gymnasium,Facility_Jogging Track,Facility_Lift,Facility_Minimart,Facility_Multipurpose hall,Facility_Parking,Facility_Playground,Facility_Sauna,Facility_Security,Facility_Squash Court,Facility_Swimming Pool,Facility_Tennis Court,Has_Mall,Has_Park,Has_School,Has_Hospital,Has_Bus_Stop,Has_Highway,Has_Railway_Station,Has_Nearby_School,Has_Nearby_Mall,Has_Nearby_Railway_Station
3.0,2.0,1399.0,20.0,1400.0,1.0,2008.0,Freehold,Condominium,High,Bumi Lot,Kuala Lumpur,520000.0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1
3.0,2.0,926.0,,,2.0,,Freehold,Service Residence,Low,Non Bumi Lot,Klang,456000.0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,743.0,,,0.0,,Leasehold,Apartment,High,Non Bumi Lot,Melaka,85000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,870.0,,,0.0,,Leasehold,Apartment,-,Non Bumi Lot,Kuala Lumpur,290000.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0
3.0,1.0,650.0,14.0,90.0,0.0,,Freehold,Apartment,High,Bumi Lot,Selangor,150000.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
3.0,2.0,850.0,8.0,,1.0,2000.0,Freehold,Apartment,Low,Non Bumi Lot,Selangor,360000.0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1
1.0,1.0,418.0,25.0,1211.0,0.0,2014.0,Freehold,Service Residence,-,Non Bumi Lot,Selangor,270000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,600.0,,,0.0,,Leasehold,Flat,Medium,Non Bumi Lot,Sabah,175000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,1504.0,,,2.0,,Freehold,Condominium,Low,Non Bumi Lot,-,660000.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1117.0,,,0.0,,Freehold,Apartment,-,Bumi Lot,Perak,320000.0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1238.0,18.0,715.0,0.0,2007.0,Leasehold,Condominium,-,Non Bumi Lot,Kuala Lumpur,410000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
2.0,2.0,780.0,,961.0,2.0,2019.0,Leasehold,Condominium,Medium,Non Bumi Lot,Johor,400000.0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,901.0,33.0,490.0,2.0,2020.0,Freehold,Condominium,High,Non Bumi Lot,Penang,500000.0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,733.0,12.0,,1.0,,Leasehold,Condominium,-,Bumi Lot,Selangor,260000.0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1100.0,,,2.0,,Leasehold,Condominium,Low,Non Bumi Lot,Sarawak,550000.0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1500.0,,144.0,4.0,,Freehold,Service Residence,High,Non Bumi Lot,Selangor,530000.0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0
3.0,2.0,1270.0,18.0,,1.0,,Freehold,Condominium,-,Non Bumi Lot,Kuala Lumpur,330000.0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2.0,1.0,520.0,,,0.0,,Leasehold,Flat,Medium,Bumi Lot,Johor,175000.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,815.0,35.0,912.0,2.0,2020.0,Freehold,Service Residence,Low,Non Bumi Lot,Selangor,485000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
2.0,1.0,500.0,,,0.0,,Freehold,Flat,High,Bumi Lot,Penang,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,1.0,600.0,20.0,,0.0,2005.0,Freehold,Apartment,-,Non Bumi Lot,Penang,135000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,590.0,,,1.0,,Freehold,Flat,-,Non Bumi Lot,Penang,220000.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1300.0,,350.0,3.0,2012.0,Freehold,Condominium,Medium,Non Bumi Lot,Selangor,470000.0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1259.0,8.0,,1.0,2004.0,Leasehold,Condominium,Low,Bumi Lot,Selangor,480000.0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0
3.0,2.0,897.0,,704.0,1.0,2010.0,Leasehold,Condominium,Low,Bumi Lot,Selangor,385000.0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
3.0,3.0,1453.0,9.0,208.0,2.0,1998.0,Freehold,Condominium,Medium,Non Bumi Lot,Selangor,630000.0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2.0,2.0,1270.0,56.0,819.0,2.0,2022.0,Leasehold,Service Residence,Medium,Bumi Lot,Sabah,804011.0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,900.0,,,1.0,,Freehold,Apartment,-,Non Bumi Lot,Penang,421000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,750.0,,,0.0,,Freehold,Apartment,Low,Bumi Lot,Johor,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1000.0,,,2.0,,Freehold,Condominium,Medium,Non Bumi Lot,Serdang,390000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2.0,2.0,1055.0,40.0,1360.0,0.0,2017.0,Leasehold,Service Residence,High,Non Bumi Lot,Melaka,500000.0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,1.0,650.0,12.0,216.0,0.0,,Freehold,Apartment,-,Non Bumi Lot,Kuala Lumpur,185000.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
2.0,2.0,841.0,4.0,99.0,1.0,,Freehold,Apartment,-,Non Bumi Lot,Sarawak,350000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,657.0,15.0,438.0,1.0,1996.0,Leasehold,Apartment,Medium,Bumi Lot,Kuala Lumpur,199000.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1300.0,15.0,368.0,1.0,2017.0,Freehold,Condominium,Medium,Bumi Lot,Kuala Lumpur,370000.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,700.0,22.0,403.0,1.0,2000.0,Freehold,Condominium,Low,Non Bumi Lot,Penang,295000.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,884.0,,,2.0,,Leasehold,Others,Medium,Non Bumi Lot,Sabah,607000.0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1200.0,27.0,798.0,2.0,2008.0,Freehold,Condominium,Medium,Bumi Lot,Selangor,330000.0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
4.0,3.0,1300.0,44.0,684.0,3.0,2023.0,Freehold,Service Residence,Medium,Non Bumi Lot,Kuala Lumpur,535000.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1055.0,,,2.0,,Leasehold,Condominium,-,Non Bumi Lot,Selangor,320000.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0
3.0,2.0,1000.0,15.0,54.0,1.0,1996.0,Freehold,Condominium,-,Non Bumi Lot,Penang,510000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,900.0,38.0,473.0,2.0,2018.0,Freehold,Condominium,Low,Non Bumi Lot,Penang,500000.0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,700.0,18.0,182.0,1.0,2006.0,Freehold,Apartment,-,Non Bumi Lot,Penang,410000.0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,951.0,,,2.0,,Leasehold,Service Residence,Medium,Non Bumi Lot,-,598000.0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1254.0,44.0,378.0,2.0,2018.0,Freehold,Condominium,High,Non Bumi Lot,Penang,760000.0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,750.0,,,0.0,,Freehold,Condominium,Medium,Non Bumi Lot,Penang,298000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1101.0,,,0.0,,Leasehold,Apartment,Medium,Non Bumi Lot,Sarawak,148000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1151.0,,,1.0,,Freehold,Service Residence,Medium,Non Bumi Lot,Johor,400000.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,700.0,28.0,422.0,1.0,1997.0,Freehold,Condominium,Medium,Non Bumi Lot,Penang,340000.0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,814.0,7.0,359.0,0.0,2013.0,Freehold,Apartment,-,Non Bumi Lot,Selangor,188000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,703.0,35.0,311.0,0.0,2019.0,Freehold,Service Residence,High,Non Bumi Lot,Kuala Lumpur,473000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
3.0,2.0,1012.0,23.0,744.0,2.0,2014.0,Freehold,Service Residence,Medium,Non Bumi Lot,Selangor,320000.0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
3.0,2.0,802.0,,,1.0,,Leasehold,Apartment,-,Non Bumi Lot,Sarawak,325000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1226.0,38.0,473.0,2.0,2018.0,Freehold,Condominium,High,Non Bumi Lot,Penang,790000.0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,700.0,22.0,1008.0,0.0,1997.0,Freehold,Apartment,Medium,Non Bumi Lot,Penang,260000.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,914.0,,,2.0,2021.0,Freehold,Service Residence,-,Non Bumi Lot,Selangor,680000.0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1
1.0,1.0,391.0,,,0.0,,Leasehold,Condominium,Medium,Non Bumi Lot,Sabah,220000.0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1285.0,16.0,96.0,1.0,,Leasehold,Condominium,Low,Non Bumi Lot,Selangor,468000.0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1
3.0,2.0,700.0,,,0.0,,Freehold,Apartment,Medium,Non Bumi Lot,Putrajaya,221000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,720.0,,,1.0,,Leasehold,Condominium,Medium,Non Bumi Lot,Selangor,215000.0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0
4.0,2.0,920.0,10.0,372.0,1.0,,Freehold,Apartment,Medium,Bumi Lot,Selangor,325000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
3.0,2.0,710.0,5.0,40.0,1.0,,Leasehold,Apartment,-,Non Bumi Lot,Selangor,299000.0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,650.0,,,0.0,,Freehold,Apartment,Medium,Bumi Lot,Selangor,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1334.0,11.0,147.0,0.0,2017.0,Freehold,Condominium,-,Non Bumi Lot,Penang,380000.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,712.0,,,1.0,,Leasehold,Apartment,Medium,Non Bumi Lot,Sabah,225000.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,788.0,,,0.0,,Leasehold,Service Residence,High,Non Bumi Lot,Sarawak,550000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,1600.0,26.0,104.0,0.0,2006.0,Freehold,Condominium,-,Non Bumi Lot,Penang,780000.0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,750.0,,,0.0,,Freehold,Apartment,Medium,Non Bumi Lot,Selangor,230000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,700.0,,,0.0,,Freehold,Flat,High,Bumi Lot,Semenyih,100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,650.0,17.0,,1.0,,Freehold,Apartment,High,Non Bumi Lot,Penang,285000.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,1206.0,,,1.0,,Leasehold,Condominium,Medium,Bumi Lot,Kuala Lumpur,400000.0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
3.0,2.0,700.0,27.0,454.0,1.0,,Freehold,Apartment,High,Non Bumi Lot,Penang,275000.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,833.0,24.0,299.0,0.0,2007.0,Leasehold,Apartment,-,Non Bumi Lot,Selangor,275000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1
2.0,2.0,810.0,25.0,2003.0,0.0,2019.0,Freehold,Service Residence,Medium,Non Bumi Lot,Johor,298000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,956.0,19.0,392.0,0.0,,Freehold,Condominium,-,Non Bumi Lot,Selangor,320000.0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,732.0,,,1.0,,Leasehold,Apartment,Medium,Non Bumi Lot,Selangor,220000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,958.0,45.0,2509.0,2.0,2019.0,Freehold,Service Residence,-,Non Bumi Lot,Kuala Lumpur,560000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0
3.0,2.0,1353.0,49.0,480.0,2.0,2018.0,Freehold,Service Residence,Medium,Non Bumi Lot,Penang,690000.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,1272.0,,,2.0,,Leasehold,Condominium,-,Non Bumi Lot,Kuala Lumpur,480000.0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
3.0,2.0,1098.0,,684.0,1.0,,Leasehold,Condominium,Medium,Non Bumi Lot,Selangor,359999.0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1
3.0,2.0,689.0,18.0,332.0,0.0,2004.0,Freehold,Apartment,Low,Non Bumi Lot,Selangor,168000.0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0
2.0,2.0,797.0,,,1.0,,Leasehold,Condominium,-,Non Bumi Lot,Johor,380790.0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,700.0,,,1.0,,Freehold,Apartment,High,Non Bumi Lot,-,275000.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,1300.0,,,2.0,,Freehold,Condominium,Medium,Non Bumi Lot,Putrajaya,300000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,800.0,,,1.0,,Freehold,Condominium,Medium,Non Bumi Lot,Selangor,300000.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0
3.0,2.0,830.0,21.0,,1.0,2004.0,Leasehold,Condominium,Medium,Non Bumi Lot,Selangor,260000.0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,800.0,,3600.0,1.0,2026.0,Leasehold,Apartment,Medium,Bumi Lot,Kuala Lumpur,300000.0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0
3.0,2.0,1244.0,36.0,1148.0,2.0,2019.0,Freehold,Apartment,Medium,Non Bumi Lot,Johor,600000.0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1080.0,17.0,444.0,2.0,,Leasehold,Condominium,-,Bumi Lot,Selangor,420000.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0
3.0,2.0,1005.0,23.0,,0.0,,Leasehold,Condominium,Medium,Bumi Lot,Kuala Lumpur,360000.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1
3.0,2.0,750.0,,,1.0,,Leasehold,Condominium,Low,Bumi Lot,Kuala Lumpur,300000.0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
1.0,1.0,460.0,,,1.0,,Freehold,Service Residence,-,Non Bumi Lot,Pahang,380000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,720.0,,,0.0,,Freehold,Apartment,Medium,Non Bumi Lot,Penang,190000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1200.0,19.0,,0.0,,Leasehold,Service Residence,Medium,Non Bumi Lot,Johor,385000.0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,700.0,5.0,50.0,1.0,,Freehold,Apartment,Medium,Non Bumi Lot,Penang,248000.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,750.0,12.0,,1.0,2000.0,Freehold,Apartment,Medium,Non Bumi Lot,Penang,338000.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,800.0,,1100.0,1.0,2021.0,Freehold,Service Residence,High,Non Bumi Lot,Kuala Lumpur,800000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
3.0,2.0,1100.0,30.0,816.0,2.0,2016.0,Freehold,Condominium,High,Non Bumi Lot,Penang,580000.0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,940.0,38.0,2647.0,0.0,2019.0,Freehold,Service Residence,-,Bumi Lot,Kuala Lumpur,445000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,750.0,11.0,792.0,1.0,2002.0,Leasehold,Apartment,High,Bumi Lot,Kuala Lumpur,250000.0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1
3.0,2.0,650.0,27.0,454.0,0.0,,Freehold,Apartment,Medium,Non Bumi Lot,Penang,250000.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1018.0,,,2.0,,Leasehold,Condominium,High,Non Bumi Lot,Kuala Lumpur,538000.0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0
3.0,2.0,860.0,,,1.0,,Leasehold,Apartment,-,Non Bumi Lot,Penang,228000.0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,646.0,4.0,,0.0,,Freehold,Flat,Low,Non Bumi Lot,Selangor,88000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.0,2.0,963.0,,,1.0,,Freehold,Apartment,Medium,Bumi Lot,Melaka,165000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,746.0,,,1.0,,Leasehold,Apartment,Low,Bumi Lot,Selangor,220000.0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,750.0,5.0,,0.0,,Freehold,Apartment,Low,Non Bumi Lot,Selangor,355000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,2.0,820.0,5.0,480.0,0.0,,Freehold,Apartment,Low,Non Bumi Lot,Selangor,225000.0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,920.0,,,2.0,,Freehold,Apartment,Medium,Non Bumi Lot,Skudai,360000.0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,780.0,,,1.0,,Leasehold,Apartment,Medium,Non Bumi Lot,Selangor,258000.0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,625.0,,240.0,1.0,,Leasehold,Service Residence,-,Non Bumi Lot,Penang,529000.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1035.0,25.0,1255.0,1.0,2018.0,Freehold,Apartment,Medium,Non Bumi Lot,Johor,485000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1165.0,,406.0,2.0,2021.0,Freehold,Condominium,-,Non Bumi Lot,Penang,520000.0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1300.0,27.0,299.0,0.0,1994.0,Freehold,Condominium,High,Non Bumi Lot,Kuala Lumpur,708000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
3.0,2.0,1050.0,34.0,542.0,2.0,2017.0,Leasehold,Service Residence,Medium,Non Bumi Lot,Kuala Lumpur,530000.0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0
3.0,2.0,951.0,42.0,1675.0,0.0,2018.0,Freehold,Service Residence,High,Non Bumi Lot,Selangor,420000.0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1.0,1.0,549.0,25.0,528.0,1.0,2016.0,Leasehold,Apartment,High,Non Bumi Lot,Johor,355000.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1054.0,,300.0,2.0,2013.0,Freehold,Condominium,Medium,Non Bumi Lot,Selangor,295000.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,700.0,17.0,224.0,1.0,1995.0,Freehold,Apartment,-,Non Bumi Lot,Penang,350000.0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1114.0,22.0,,0.0,2001.0,Freehold,Apartment,-,Non Bumi Lot,Selangor,400000.0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0
3.0,2.0,800.0,,,0.0,,Leasehold,Apartment,High,Non Bumi Lot,Sarawak,275000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,1300.0,44.0,684.0,3.0,2023.0,Freehold,Service Residence,Medium,Non Bumi Lot,Kuala Lumpur,518000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,990.0,,,1.0,,Freehold,Apartment,Medium,Non Bumi Lot,Johor,359000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,939.0,38.0,420.0,3.0,2011.0,Freehold,Condominium,High,Non Bumi Lot,Penang,498000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3.0,3.0,1515.0,15.0,198.0,1.0,1998.0,Freehold,Condominium,High,Non Bumi Lot,Putrajaya,550000.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,895.0,,,1.0,,Leasehold,Apartment,Low,Non Bumi Lot,Selangor,248000.0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
3.0,2.0,855.0,,,2.0,,Freehold,Apartment,High,Non Bumi Lot,Selangor,313000.0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,960.0,12.0,480.0,1.0,2000.0,Freehold,Condominium,Medium,Non Bumi Lot,Selangor,340000.0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
3.0,1.0,660.0,,,0.0,,Leasehold,Flat,Low,Non Bumi Lot,Melaka,148000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
